lat,lon,diam
27.349,229.789,20.6694
30.8038,230.608,111.566
33.9025,228.367,151.346
34.3517,226.059,67.5339
34.5587,224.625,20.43
32.3655,235.271,22.6796
33.1639,240.714,36.0036
32.7109,241.18,44.1234
29.3302,238.072,28.6149
31.3492,241.406,26.6776
34.2312,244.811,22.6257
31.6995,242.842,30.1522
31.4915,243.612,41.9851
29.222,243.599,57.5587
28.6159,245.364,21.346
28.1164,243.57,40.2138
29.2264,246.104,25.7463
34.021,247.826,30.4227
34.7631,249.279,28.9829
32.8721,249.742,37.7005
32.4791,248.958,36.3656
33.7818,252.613,22.4442
33.5207,252.353,21.1128
31.0457,252.973,21.7553
31.9722,253.751,66.5577
30.7498,248.753,42.4762
30.0324,250.881,42.7065
32.7434,250.946,62.5117
27.7842,249.836,47.9664
29.4029,255.78,34.1128
27.6223,255.104,21.6257
27.7614,253.66,30.7171
27.8614,252.116,35.3797
31.3613,257.157,30.2076
34.4542,259.36,20.5135
33.293,260.368,34.3048
31.6339,261.184,35.7796
33.4383,263.371,30.2424
28.6926,258.501,55.5598
30.1187,261.727,20.0471
32.2351,262.93,24.318
27.9301,266.698,28.4696
28.2823,262.915,87.255
29.172,268.001,67.4994
33.0247,268.488,126.531
26.5503,269.849,25.2396
20.9723,269.687,88.5901
23.5664,269.059,45.7773
25.5681,269.092,33.835
21.0318,268.006,24.5219
25.4134,263.158,22.4067
20.7428,262.734,23.1924
22.0093,263.494,87.9682
21.4497,265.198,38.5451
21.946,260.95,54.2786
24.4398,261.554,26.6436
24.2466,261.792,25.6638
24.4351,260.086,24.1107
24.8591,257.196,29.5393
22.9936,257.224,20.1538
21.8053,258.646,28.3571
23.3767,259.075,69.1924
21.8709,254.696,88.7472
25.1654,254.817,84.2237
20.3784,250.556,52.8567
20.0399,249.183,28.2645
25.8861,251.111,94.4436
26.714,247.527,20.0225
23.414,246.85,59.698
21.9581,247.409,68.4023
22.3918,245.604,22.3121
20.8369,245.248,27.4368
20.6224,244.125,20.7055
24.5559,243.83,28.8495
23.0667,242.626,23.3295
26.0286,240.537,25.5917
25.7332,240.649,91.0487
24.6774,238.333,20.23
22.0,241.926,25.3712
21.7249,241.441,25.125
22.9891,244.432,43.9422
23.7628,242.049,63.9554
22.6474,240.702,66.6234
21.7409,237.925,71.7598
20.4601,243.176,22.8069
26.7373,235.254,24.9916
25.9128,236.359,23.839
26.9794,233.726,35.4871
26.4118,230.855,30.3577
25.2096,229.875,21.3555
25.169,231.579,61.5668
22.4849,232.356,47.0453
22.3157,230.431,20.9316
21.4633,231.305,20.586
19.9256,236.671,24.1351
24.8798,229.329,25.8151
23.3772,228.954,21.1509
23.3325,228.319,41.8691
23.5383,227.017,20.8866
25.8696,225.323,65.7882
26.7574,227.81,32.4422
20.9698,224.215,38.115
23.1398,223.513,21.6592
22.4232,223.718,31.2727
25.9407,223.245,21.1613
25.7094,220.685,34.0816
27.2939,221.976,61.3492
26.3716,222.988,84.054
22.7877,221.999,63.4701
21.4276,225.899,97.462
23.5682,218.506,37.244
25.6477,216.152,63.862
22.6926,216.278,45.3208
20.9686,219.462,31.6223
22.5761,219.929,33.4457
20.1576,216.475,35.7956
19.303,215.591,32.9313
26.2583,211.882,26.3731
25.5142,212.453,28.7103
22.3532,212.354,21.5112
23.0526,210.325,30.9747
24.5159,210.789,38.0862
25.6196,209.508,48.2541
27.2645,208.757,47.4323
26.1296,206.663,37.4496
25.1124,206.998,24.8616
23.7277,206.795,29.2232
20.0615,208.08,21.537
20.6042,205.858,45.3675
20.2512,204.641,25.3153
20.7646,204.432,20.9395
21.36,204.739,24.8759
27.1563,204.612,24.6074
26.9464,203.616,26.2461
22.7718,204.624,28.1592
23.3866,202.075,21.7122
22.3905,201.636,20.1241
22.0342,196.682,71.4804
25.7841,196.614,26.101
24.6308,198.304,69.9928
26.1476,200.91,44.7903
24.237,204.036,104.398
24.0401,205.222,28.1992
20.2081,197.787,31.5626
23.6201,193.955,25.6391
23.7048,192.744,21.9863
22.2245,192.423,24.96
24.5361,193.243,27.4334
21.1151,191.047,20.2982
26.856,194.487,26.7571
26.556,182.922,41.0225
24.7684,181.406,24.8541
22.0375,181.461,21.6675
22.1807,180.66,35.5472
20.1011,183.877,23.9282
21.9109,184.702,73.5535
12.6729,183.565,27.6624
19.6161,190.069,29.0612
13.288,191.22,28.4194
18.5402,193.58,54.0098
16.8388,197.278,27.9896
16.7276,193.942,92.0063
12.3311,195.329,22.6552
15.2759,196.86,21.3989
15.9571,195.645,25.2335
18.7726,199.819,23.6252
18.8236,203.401,38.1594
17.3407,201.359,20.045
14.7604,200.342,63.1225
17.2429,201.64,61.1579
14.354,202.797,23.0722
12.7632,201.336,33.1077
15.8776,206.906,47.7516
15.7936,205.51,23.9545
14.1148,205.597,24.6163
13.6759,206.336,48.8995
14.9806,208.096,34.326
12.8334,207.632,71.492
15.268,195.526,30.1777
14.5187,195.906,31.4414
14.6918,196.288,37.4735
17.7877,205.304,97.7052
19.3975,213.467,59.4589
15.7678,214.575,34.1599
14.9435,216.011,41.1588
15.0206,210.491,26.2564
18.0903,210.819,177.412
16.2495,217.765,29.9667
17.3083,219.483,26.7419
17.5987,216.942,33.9411
15.9748,215.615,20.0718
18.3152,218.281,63.0443
19.3207,223.641,53.0508
16.2763,221.565,95.1507
13.5189,228.22,24.683
17.5463,226.585,133.207
15.8522,224.548,29.263
12.5062,229.876,38.214
14.9132,231.82,20.3624
11.8583,233.957,29.8392
17.6261,235.205,27.7426
17.2465,233.15,21.5012
19.1898,233.159,21.8556
12.9415,239.57,24.5027
12.6317,238.849,20.3677
17.93,233.889,144.022
16.2952,231.064,59.0212
14.6914,243.675,67.9097
18.3075,246.266,61.9793
17.3017,245.246,21.0309
15.9054,246.945,22.226
18.1162,248.171,21.2954
18.7654,252.27,67.5408
19.4207,254.056,22.9156
17.2849,249.675,36.507
16.5441,249.683,20.4027
16.2075,253.818,21.3299
15.2422,249.782,21.0164
14.6047,249.462,32.8519
13.6785,249.366,20.9839
12.0477,251.194,38.6283
12.4957,253.702,39.6097
17.158,255.533,23.3065
17.943,256.504,20.1846
15.4905,255.148,22.5614
19.083,261.819,32.194
18.6426,263.056,21.7099
19.7106,264.054,22.1718
17.3012,260.375,22.3752
17.1392,261.276,48.8758
16.8102,263.257,29.4494
17.6962,264.137,42.0937
14.7269,258.616,51.5721
13.1623,255.632,35.7638
14.2951,257.032,20.7948
14.223,256.025,52.2741
13.1156,259.689,20.0029
12.4529,258.97,39.5733
14.2179,260.876,26.7852
15.6396,264.67,32.9794
13.5619,263.829,51.075
14.0237,262.85,23.8776
12.269,265.145,24.3395
12.2811,262.343,22.4699
12.954,261.169,21.0652
19.4586,268.174,43.4312
16.2235,266.349,75.2689
13.8197,268.123,20.2871
13.9038,266.608,20.9948
12.4085,269.024,21.65
14.5612,268.656,37.2935
11.7133,268.005,35.9142
9.00592,266.044,59.7958
10.7419,268.285,39.9857
10.6477,261.081,25.018
5.94431,261.033,21.4791
5.51678,262.223,86.175
9.08375,259.41,75.4743
9.24258,258.512,25.4937
10.4456,255.903,32.8149
9.08017,251.561,21.4583
9.05724,250.373,46.0166
7.00254,250.986,63.1437
4.15835,247.67,21.3785
9.08224,243.643,24.5373
9.55902,241.135,24.8624
10.7494,244.907,81.6097
7.0448,242.451,26.774
10.48,240.507,21.1563
11.7356,240.818,21.2359
11.3698,239.68,20.3095
5.48764,240.593,23.849
5.45997,239.347,23.2084
7.21835,237.937,21.5575
6.63734,238.47,124.384
8.74936,228.024,25.8959
8.10343,225.345,31.2689
10.5148,228.401,30.702
5.0796,225.809,41.1523
6.23339,222.137,34.7231
4.61979,220.922,21.7106
3.40141,233.792,49.4739
6.54762,217.433,38.0335
7.96071,215.785,29.2524
10.0197,215.984,77.1848
10.3919,214.795,66.9027
6.47216,215.433,27.4213
8.31739,213.054,20.2639
9.04958,212.335,55.3409
11.5334,211.567,25.6064
10.5627,207.938,46.1825
6.46553,207.87,44.5303
7.46303,205.927,34.6862
9.00903,204.823,52.7588
9.30316,202.646,42.4398
9.14554,202.69,80.7281
12.0362,206.118,25.4087
5.08176,208.816,23.3898
4.18575,206.927,22.9453
5.43519,210.361,159.046
6.96434,203.174,126.574
7.81417,201.8,122.936
11.6615,197.863,28.2363
11.8703,197.408,20.5862
5.38146,200.527,43.1601
6.07427,201.537,20.3396
4.09874,200.378,27.6844
6.22372,196.064,30.6141
5.71899,194.356,50.0139
7.79181,195.101,65.8882
10.4396,195.855,35.2817
11.6455,195.672,25.9717
9.81125,192.773,32.8846
9.69039,189.522,30.5536
7.56693,192.742,80.8348
6.23115,191.072,23.1565
10.102,188.22,21.452
10.4901,188.776,28.5566
8.74933,181.185,26.1331
10.2113,185.954,22.4456
9.6368,185.777,25.8723
7.86593,187.063,23.1134
8.48914,186.716,28.6136
6.1234,186.371,21.9977
4.46555,181.382,24.6682
3.77992,184.356,57.6039
3.11987,185.651,36.3673
3.58864,182.85,93.8801
1.63222,180.447,20.5021
2.98283,180.472,28.7399
0.980961,183.832,22.4813
0.854685,182.667,40.9711
2.60149,188.387,46.753
0.38184,189.244,55.2058
0.9622,187.719,29.3853
2.52856,190.815,29.1435
1.54253,192.609,41.8613
2.30685,194.133,31.2757
0.53877,200.556,26.6033
2.91936,204.322,20.3106
3.02566,207.177,34.7158
1.63843,215.049,44.0257
2.68824,212.833,91.0117
3.36843,219.277,47.159
3.67645,229.934,24.5015
0.223176,231.274,34.1762
1.60668,226.662,22.1328
0.465842,226.584,48.0902
0.0349811,222.511,93.8473
0.700296,238.474,23.9263
0.834069,238.244,23.2782
1.65827,250.934,49.6657
3.27155,258.231,23.0224
2.72638,257.695,22.6364
27.324,232.483,71.988
48.6222,199.058,67.4218
25.3528,180.0,54.151
31.8356,180.316,98.2321
33.5778,180.452,48.8561
0.440881,180.987,29.5548
1.06837,185.014,29.0521
0.576256,214.101,21.5713
1.92569,182.031,20.4336
2.72691,199.466,22.9666
3.77021,244.972,21.9273
3.90265,217.14,21.9151
5.09751,180.076,21.5121
5.52585,185.58,22.1186
6.19806,245.892,25.188
7.28716,244.321,24.8674
5.85652,244.386,28.9654
7.36981,205.921,21.2623
7.20708,247.477,26.3174
7.60774,249.849,22.9912
7.44203,261.973,20.5685
7.83373,248.326,30.0522
8.97247,219.516,20.1186
8.56348,219.6,22.0689
8.06313,207.733,24.1823
9.34038,181.739,23.84
9.73282,209.349,20.0866
10.1185,258.06,20.1356
10.3182,263.358,22.6124
9.69801,194.307,32.441
9.91768,183.905,27.121
10.6812,182.741,21.2385
12.3894,198.401,24.6583
12.2632,211.151,20.9836
11.3962,211.174,29.5738
11.8946,218.972,21.315
11.558,241.232,22.2911
11.5121,251.87,27.6655
13.3787,268.709,22.277
12.567,256.942,23.7522
13.1534,256.798,22.186
13.1422,226.594,20.4402
12.6767,217.694,22.1177
12.6857,180.874,28.8134
14.3592,187.531,27.3794
13.8674,218.476,20.6176
14.1228,222.114,22.197
14.1845,235.055,20.768
13.8026,244.854,26.4812
14.7682,199.234,31.671
16.4896,243.088,20.9521
21.0536,236.288,20.4794
21.0514,207.237,23.8923
23.2057,207.093,23.9452
22.5648,225.209,22.2577
22.7999,224.899,20.1366
22.4913,236.639,25.9321
24.2171,260.354,21.157
24.3816,212.906,20.5474
24.276,207.167,20.2399
23.4373,203.368,21.733
24.0869,196.56,20.5056
24.6119,203.702,25.1674
24.7662,209.744,30.5227
26.5207,237.28,26.3766
26.2515,195.589,26.0898
27.2382,208.148,21.6646
28.098,219.553,24.7345
28.7278,192.392,21.8505
30.3392,252.942,24.6737
31.8328,190.873,21.8003
31.0019,200.439,25.1261
31.045,221.919,21.9656
33.1768,209.219,22.3604
34.8678,212.351,22.2128
34.9322,213.383,29.7261
35.0607,239.641,28.6028
35.2547,180.254,25.8527
35.8984,190.246,23.2432
35.5574,205.842,28.531
36.956,184.146,21.5113
37.5269,180.067,22.1034
37.6241,206.367,22.2331
39.3835,247.239,23.0064
39.0069,211.602,21.6329
40.6167,198.206,21.7802
40.4044,259.026,21.0593
40.151,262.577,31.177
42.4694,183.902,20.1769
42.1154,187.959,23.5595
46.0132,201.875,20.4475
44.8389,181.496,24.7514
47.7466,261.81,20.0492
47.4562,195.919,28.8548
51.5101,190.837,20.6339
52.853,219.987,22.4617
52.8152,191.751,21.3468
54.4166,218.761,26.581
54.5528,187.219,27.0018
59.3142,237.992,22.3984
54.5286,223.013,30.8611
53.421,199.496,146.289
46.386,263.757,28.6097
34.2996,262.844,353.318
43.2392,268.563,105.627
34.1543,255.829,48.8703
38.7082,214.677,59.6163
26.3177,201.518,107.744
30.5032,218.99,108.512
28.122,247.385,29.1275
24.2745,263.88,39.2943
19.7636,259.161,29.2831
20.6256,259.895,85.6191
20.4965,247.898,99.6326
19.3396,243.218,73.9656
21.8276,246.208,69.1692
20.5413,211.86,123.067
13.0538,189.368,182.636
14.7883,214.636,37.9476
12.4128,228.131,159.272
16.3318,239.485,94.9636
13.002,241.682,35.7963
12.7405,250.994,37.4565
16.1193,257.57,77.9147
15.9944,262.884,103.422
8.92167,269.716,89.3693
4.0617,264.599,77.2022
9.00398,263.456,41.4489
4.34577,242.543,30.5138
8.92939,190.748,52.0727
0.451068,190.233,36.4444
0.42267,217.229,74.6342
2.56215,216.269,48.245
21.3343,217.829,20.5381
21.3699,217.227,25.9212
35.5878,198.396,33.3613
35.6338,261.749,24.9574
39.6268,218.185,23.2527
40.8937,255.223,24.6639
42.6308,223.089,71.5532
42.7695,220.626,53.7213
43.0318,261.947,22.615
47.5082,264.301,29.2173
49.139,224.117,55.2502
52.1834,194.103,26.0509
54.3335,180.161,36.2077
23.1619,223.471,182.581
15.4323,260.618,102.755
47.1299,244.873,55.1233
28.0566,231.041,51.152
10.0796,196.293,41.1077
2.79523,243.19,23.5401
1.92032,242.646,33.5092
6.33245,185.116,21.4119
48.4169,264.326,22.3953
18.201,266.908,88.903
42.0522,228.583,36.7641
0.338542,209.372,25.7212
0.588692,211.102,49.3512
0.165027,239.469,54.6158
0.623579,241.72,22.8661
0.574015,243.964,28.4193
0.922157,249.849,21.6685
0.154113,265.014,21.8828
1.36543,267.466,46.0039
1.73356,268.828,39.3731
1.89099,248.456,28.9892
1.89104,188.627,47.3798
1.87699,183.56,21.0889
3.12231,199.674,20.8334
2.78348,245.078,42.3539
3.89764,257.805,21.7934
3.87044,249.793,26.7635
3.69282,193.348,23.3166
4.98364,180.487,21.7983
5.88191,243.349,26.5151
6.27753,221.048,22.3628
11.734,194.329,45.1001
11.596,220.419,22.8387
11.6991,264.407,27.5615
12.3024,259.776,36.6021
13.6545,217.415,27.2611
14.7763,239.52,51.7965
15.1866,239.874,28.2945
18.2889,238.066,43.3213
15.1741,187.369,30.6492
15.7243,216.39,21.623
15.6204,228.842,21.5222
18.1969,216.566,34.5976
20.0207,245.06,27.1768
20.8087,256.552,20.9094
21.3255,258.207,29.2141
22.6005,257.478,66.5997
20.8221,232.801,32.7367
22.1843,191.333,23.3068
22.4607,266.768,32.2521
23.6294,231.738,27.4017
24.3792,205.21,64.2005
23.7252,191.625,32.8983
25.9071,267.691,49.6968
25.9267,235.811,27.3305
26.7196,229.305,66.1259
25.8674,226.37,27.4361
25.9067,198.641,24.8488
26.3107,192.039,30.9615
26.9236,210.108,24.8609
27.2775,236.543,35.523
27.9836,265.312,91.6792
28.026,212.505,30.6524
30.2098,253.884,30.2782
32.4793,243.389,23.4745
33.2677,189.147,30.8127
34.6227,198.582,30.5329
36.9494,252.148,21.3917
37.6658,186.684,21.3075
37.8724,258.282,21.6295
39.8275,194.281,21.8701
41.295,217.358,24.6246
41.2851,206.133,29.2118
42.6408,263.382,20.925
44.8825,199.195,43.2012
45.6573,209.424,33.93
59.0232,181.429,24.9716
55.5331,203.546,27.0421
54.977,206.628,20.6006
52.5647,235.583,20.9489
44.8326,182.675,58.7865
46.4836,210.032,57.9462
43.991,259.706,20.4916
17.8271,247.375,68.6177
17.6708,230.261,62.0003
11.5032,244.041,52.081
10.5967,248.978,39.75
10.4719,266.932,81.5664
6.79402,267.137,88.7838
4.39383,244.431,33.7823
0.484884,262.101,26.7508
44.3054,187.893,22.753
55.3952,191.873,22.7376
-3.08338,240.871,22.4125
-2.6328,240.225,25.4873
-3.8541,251.543,36.7257
-2.30435,261.108,20.7067
-3.1268,242.816,56.0544
-4.66141,242.009,55.7711
-4.77137,235.072,29.4792
-1.41842,231.996,30.6972
-0.664158,231.514,28.2408
-0.1485,229.76,22.5127
-0.280381,227.215,29.5001
-5.43231,229.039,21.5404
-4.66883,228.073,23.2528
-5.35827,227.299,21.8911
-6.36445,227.285,20.7066
-3.54837,224.237,22.4253
-0.740257,225.324,20.6116
-5.2679,223.52,25.8656
-2.93408,220.711,28.2593
-3.69497,219.316,22.9095
-0.888485,221.228,96.3841
-5.09775,212.854,53.0752
-1.12164,213.509,32.8918
-1.97408,214.055,22.2222
-2.24093,214.485,26.4705
-0.887839,210.478,26.3316
-2.59351,209.876,30.098
-4.58197,216.313,23.3332
-5.64686,210.482,50.9635
-7.06824,216.913,62.0699
-1.51115,216.929,20.6458
-3.53966,210.35,60.5792
-0.765541,206.687,67.121
-0.463784,208.281,24.4706
-1.10727,205.236,23.6621
-1.88905,205.849,21.1621
-3.47144,206.616,37.1055
-4.23798,207.242,30.3536
-5.75718,203.183,29.9293
-4.14668,202.158,22.0837
-3.65478,203.715,21.3375
-0.187821,199.469,31.8077
-3.35313,195.009,25.2849
-1.3154,194.265,37.5838
-3.74001,193.179,31.0509
-3.65253,191.425,29.9587
-1.71491,190.419,54.8149
-0.471431,194.009,21.791
-0.289336,192.141,58.4655
-7.14525,193.315,21.34
-0.532923,184.982,56.4558
-2.27683,184.325,45.3042
-3.91708,183.949,36.3567
-6.58607,182.568,34.931
-7.48008,183.766,21.7085
-7.90905,183.684,30.6792
-8.2229,181.406,25.3607
-5.50556,186.758,93.131
-4.53447,188.606,67.6715
-4.22807,180.856,72.0993
-2.69416,181.516,23.3093
-8.73682,181.318,26.0065
-10.5522,181.579,25.9474
-9.89594,185.93,39.1506
-11.5028,184.666,34.2287
-12.3762,185.858,25.4533
-12.3823,184.117,46.7816
-12.3581,182.187,24.548
-13.7804,185.251,37.0021
-11.9064,187.44,37.1283
-10.8927,180.676,20.2199
-14.4838,183.233,56.9555
-13.6609,183.051,28.2291
-8.81878,184.492,97.4245
-7.77474,181.213,22.2962
-14.0478,187.829,27.6944
-13.7187,187.306,22.3319
-10.0231,187.809,53.2132
-9.26801,189.264,20.3587
-7.40954,189.006,29.2732
-7.9428,190.526,27.7377
-9.23067,191.408,68.8045
-11.642,194.328,20.0657
-10.3875,194.904,49.1894
-14.1241,191.156,40.6357
-14.4064,192.306,39.1906
-11.3511,188.548,38.3471
-8.39813,188.897,49.2081
-11.9714,187.904,107.825
-15.1369,186.977,40.0158
-9.62535,196.7,41.0034
-11.5627,200.67,37.2165
-12.6397,200.114,96.2337
-9.21348,200.415,21.5531
-10.9292,208.259,20.112
-12.7829,205.284,37.0037
-13.5397,207.524,53.7839
-15.0769,208.07,48.8971
-11.981,209.507,22.9394
-11.6184,210.123,21.2791
-8.8481,210.831,20.122
-10.1279,209.122,31.1901
-10.5272,210.988,58.1405
-9.37458,211.942,34.6026
-7.50304,211.92,20.2403
-15.1649,210.863,25.2761
-14.9826,205.4,130.127
-14.2188,207.427,218.529
-7.56846,211.094,52.9003
-7.7928,212.874,22.6823
-9.82693,212.802,53.99
-10.7889,214.916,28.3457
-9.75746,215.799,21.3301
-8.81652,218.047,32.5796
-13.3526,216.374,26.5663
-14.6293,217.32,44.4984
-9.9821,221.053,51.7526
-10.1898,218.862,21.2251
-14.3008,224.281,28.5451
-10.3602,224.054,77.9284
-9.61569,226.255,74.1479
-8.17222,222.957,36.7475
-10.621,216.245,27.1583
-14.0151,219.444,127.528
-14.2737,219.769,71.5501
-12.2427,229.375,48.8687
-13.006,228.292,37.4022
-7.57544,230.217,35.9612
-8.60592,231.957,30.52
-8.56842,230.546,22.1179
-10.0989,231.748,21.8315
-10.5929,235.046,34.2728
-7.81634,235.817,22.8348
-13.7505,234.713,23.1581
-12.5977,233.07,98.0959
-12.4359,231.536,27.8009
-14.4273,230.832,84.9261
-10.2138,229.308,108.377
-8.25759,238.735,63.9779
-11.5959,247.081,25.734
-12.9741,256.562,63.0578
-14.5525,266.12,54.2624
-22.6103,254.68,76.5702
-20.45,243.662,24.283
-22.4273,237.979,26.1303
-21.4262,241.669,59.4081
-17.1863,236.147,76.3521
-22.9466,236.536,88.3777
-22.5333,240.414,22.2921
-16.6129,233.069,23.9618
-17.2783,231.741,60.1558
-19.8228,234.432,23.3042
-20.0517,232.685,30.9849
-20.6712,234.264,33.9036
-18.5767,232.876,46.9901
-21.3659,231.81,26.1889
-18.5442,229.004,32.6581
-16.5427,229.658,20.9548
-17.9546,228.185,49.0317
-16.2946,228.1,51.4589
-19.4232,228.179,20.2967
-19.4832,226.494,21.2777
-17.3903,225.259,38.6188
-18.8514,227.6,20.5973
-21.7492,227.604,62.8142
-22.0528,227.001,29.722
-16.1757,225.969,25.2935
-15.9617,224.2,25.6408
-18.1785,226.263,73.6138
-15.4362,223.52,20.7826
-16.5922,222.143,27.8014
-17.6536,222.788,21.1542
-18.0265,224.291,20.8835
-18.7971,219.74,39.1855
-20.2954,219.968,22.1648
-21.3784,219.366,21.0566
-16.4987,219.783,37.3052
-17.7257,218.299,24.0857
-17.9141,220.431,55.7639
-16.3431,219.371,85.2821
-22.9673,220.417,44.0714
-23.337,219.008,44.3077
-22.2163,218.59,53.5591
-20.577,215.807,21.9597
-22.6855,214.289,23.1231
-18.611,214.489,24.9972
-18.422,210.403,30.3092
-17.7566,216.534,47.1052
-17.379,213.216,53.1691
-15.9856,214.885,28.7184
-15.8305,214.257,22.1889
-16.5728,209.468,25.9265
-18.5429,207.1,33.1288
-20.5962,204.986,31.7767
-21.6736,204.596,38.2377
-21.0257,204.947,66.9709
-17.0452,202.712,22.5221
-22.1288,202.625,22.7931
-20.2364,201.277,25.7289
-19.8047,202.232,24.1027
-20.0505,201.934,47.4794
-15.1454,200.1,27.6447
-18.2242,200.513,35.0068
-18.7302,195.162,50.1936
-17.5197,194.506,21.4608
-19.696,192.385,40.9316
-18.8018,193.515,47.0418
-15.7398,189.14,50.5223
-19.0817,189.76,23.2686
-20.2567,188.423,42.298
-22.3204,191.175,42.1926
-21.1008,190.795,35.469
-17.7611,188.484,30.4764
-18.3927,187.771,43.2342
-19.902,186.951,26.6092
-21.183,187.152,72.7509
-18.7409,186.169,21.4604
-15.9737,186.708,21.5516
-16.6605,184.818,27.9545
-17.1368,183.358,31.684
-16.5635,181.294,52.7978
-17.9612,191.367,40.4432
-19.7133,183.208,58.9143
-16.0255,191.118,24.6559
-21.3788,182.413,28.96
-15.8066,185.658,50.431
-22.8172,184.732,116.887
-25.8057,184.898,73.007
-23.8979,186.851,31.7833
-23.7041,185.119,22.9839
-23.8716,184.68,28.4458
-28.4152,183.324,122.125
-24.762,188.242,66.98
-25.1802,190.902,30.7691
-25.1408,192.131,22.3629
-23.7155,193.596,22.9668
-24.6517,193.543,31.2604
-27.4854,192.089,25.9267
-27.8874,191.246,25.8616
-28.8017,190.222,61.3432
-28.565,187.87,109.862
-25.8182,198.078,33.4356
-23.2184,195.951,23.5118
-23.256,197.538,41.6759
-22.5335,198.221,35.8411
-24.0333,198.5,49.7308
-24.4809,196.013,45.5197
-29.9106,200.24,23.0522
-23.4801,204.018,31.3498
-30.1544,201.896,52.6336
-30.3592,200.059,22.888
-26.3714,205.38,39.5119
-29.4867,206.85,20.6413
-27.2502,204.087,43.1021
-24.4113,206.416,21.0461
-23.3386,207.049,31.2925
-24.6335,205.113,75.7799
-24.7546,209.751,20.8255
-28.2332,209.569,66.3743
-25.4103,211.96,22.2746
-26.7608,210.958,24.274
-27.0282,213.131,20.6563
-27.4726,213.477,21.4448
-28.1175,216.816,32.8995
-24.2444,216.725,25.7939
-29.314,218.246,20.3101
-30.1622,218.011,33.229
-24.2277,219.805,20.4953
-26.5033,222.938,35.7527
-26.8493,224.513,30.4693
-28.4643,220.928,58.5969
-28.8965,224.955,24.1101
-24.2181,224.848,32.3885
-24.8414,226.995,53.9005
-28.0913,227.661,38.7016
-25.8417,228.246,26.2428
-24.5637,231.108,33.7985
-24.2269,233.638,52.1732
-25.7267,230.314,33.3392
-27.2139,231.972,34.3537
-28.9339,230.977,21.6035
-28.7838,231.895,26.3549
-30.3335,232.509,28.2523
-27.832,229.423,90.589
-28.2828,234.321,22.459
-28.6588,233.498,28.7605
-28.1544,235.662,27.7386
-25.4513,239.61,46.5392
-30.359,237.81,26.8333
-25.1697,254.821,36.1482
-33.716,266.084,21.6888
-36.7545,254.95,36.2552
-34.6624,241.895,23.1995
-37.5119,244.106,136.863
-36.471,239.435,24.6425
-32.3281,238.5,22.4692
-33.5661,237.692,22.9487
-33.7693,233.472,20.3738
-31.6772,231.441,21.2019
-33.5398,226.023,22.9937
-35.3917,227.408,21.1787
-35.862,231.191,87.5492
-31.3116,231.967,48.8189
-31.0806,232.703,22.2512
-33.9463,227.121,175.087
-33.3039,222.908,34.9287
-34.7312,224.22,23.2631
-35.7828,235.07,117.75
-37.7658,225.32,24.0648
-36.5072,221.387,24.058
-36.7894,217.549,31.8078
-32.4797,219.691,55.9558
-31.3286,210.35,40.4893
-31.7982,209.001,33.1904
-34.1701,209.161,21.9131
-36.3803,210.212,26.2234
-35.944,212.069,30.7515
-37.6434,215.415,20.8662
-35.1599,211.797,41.7648
-37.6394,208.605,27.2278
-35.7593,204.313,21.5791
-32.3501,202.802,25.9552
-33.21,203.832,54.5482
-33.9817,200.995,34.2949
-32.9903,201.168,35.87
-34.9797,199.37,35.5592
-36.7645,196.655,33.9234
-34.492,191.839,37.1231
-30.8957,188.223,28.5679
-32.1256,187.029,32.7226
-32.2313,186.357,28.3952
-35.9403,185.665,24.7749
-37.4231,189.603,33.1546
-34.9399,188.186,39.4216
-35.3456,193.981,202.26
-37.8809,185.046,90.1111
-33.5023,181.431,48.9899
-40.7574,184.197,25.5043
-40.3223,188.99,20.7619
-40.7854,191.357,84.5254
-43.2446,184.555,28.6391
-43.3589,184.976,38.6829
-44.0441,183.859,24.6005
-44.692,185.306,28.7345
-42.3157,182.313,73.0963
-44.5946,189.192,59.7683
-44.4962,195.43,25.4752
-42.4166,196.373,24.045
-38.5203,203.886,25.569
-39.0143,206.946,33.8264
-39.0756,205.401,51.9135
-44.3203,211.471,38.502
-44.5286,209.878,20.0588
-39.0835,211.753,48.5434
-40.3576,212.171,30.7635
-39.7475,215.75,21.6818
-41.3068,213.719,20.9764
-42.0705,214.35,31.9013
-44.2874,213.677,35.8295
-42.6425,212.879,92.7173
-41.2957,216.724,42.0106
-40.2707,219.147,21.7206
-39.4244,218.81,23.9323
-39.0858,222.543,39.6429
-42.564,220.439,64.4638
-43.5629,223.863,24.7359
-44.8687,220.094,69.7074
-39.6513,220.902,30.4737
-38.4383,226.244,24.0271
-42.4773,229.438,23.9705
-42.2301,231.233,25.0934
-44.5355,229.61,20.1928
-40.6389,226.431,98.8117
-38.8964,233.394,27.5803
-43.8975,233.977,25.8641
-41.8999,239.842,21.936
-39.6555,241.727,60.5807
-39.6518,242.695,36.6314
-40.0516,242.514,21.4187
-40.1899,243.669,20.1415
-39.8373,246.249,23.7644
-39.5011,245.407,22.2091
-40.1434,250.553,33.1056
-42.0321,244.553,23.0278
-38.9465,251.49,25.999
-38.5639,268.1,23.7889
-42.1034,269.16,20.1216
-47.7759,265.958,36.208
-46.4479,263.599,48.261
-46.7078,261.417,23.5724
-44.986,254.953,44.013
-46.5048,243.27,57.5191
-49.353,240.338,26.8455
