lat,lon,diam
44.7402,261.997,24.2779
44.8451,261.098,21.8839
44.8197,263.962,36.6945
45.0126,265.333,32.6625
48.1194,264.388,21.0624
44.5456,260.135,24.2696
47.0054,267.194,75.1375
48.1541,268.243,57.8241
39.1677,267.943,24.2947
40.1897,268.712,23.3522
40.4238,261.777,32.1849
39.6641,262.806,70.8655
35.8709,263.004,23.8679
35.4334,260.092,22.7279
38.8572,257.193,43.5131
35.3727,254.105,62.8729
35.5022,265.341,122.188
34.2907,269.416,32.9323
36.9011,244.711,62.2345
38.8753,245.387,77.4152
37.7614,240.471,23.4234
37.3886,241.104,77.1923
40.6354,237.978,27.6886
38.0789,235.982,24.1826
36.3092,238.734,30.5224
35.5428,237.251,47.0079
42.1199,241.009,228.443
34.7204,240.465,44.3293
35.0275,232.327,24.6845
38.7283,232.733,38.5812
39.2928,232.137,23.0854
40.7339,230.048,26.3444
40.2566,229.035,31.399
39.0908,228.241,46.3852
40.1516,225.453,33.3708
40.0486,223.089,30.3923
40.4489,220.271,37.5339
36.2713,228.256,106.087
37.9771,224.188,28.3497
37.3876,223.854,43.6042
38.4044,220.692,24.1771
38.8705,219.792,21.8235
39.043,221.655,23.8304
37.488,217.673,33.8583
37.9731,216.689,30.3558
38.2712,213.578,29.9138
39.7947,213.442,37.2407
39.2238,216.564,39.9666
36.8318,218.248,74.3189
34.8941,218.672,21.7112
35.3205,217.546,24.9111
36.2258,212.592,63.6737
36.0238,214.164,21.6573
36.252,213.9,78.1996
37.5274,211.578,37.5073
40.2687,211.077,31.3615
39.8162,210.438,44.2262
38.8307,208.244,43.7979
40.3453,208.279,46.5733
40.4662,206.342,30.4692
35.7708,210.147,21.0124
40.4917,200.146,21.5072
40.1847,201.879,26.857
39.4953,202.748,31.0965
38.4358,203.841,50.0214
37.7115,203.158,46.2024
39.513,199.551,37.265
40.4936,198.763,23.8209
39.1439,197.278,25.0481
38.9355,198.031,23.9057
41.3191,196.284,56.4322
36.6021,205.061,31.0566
35.3249,203.996,40.9783
35.3253,200.476,67.6604
35.5119,201.485,72.7052
36.9977,195.94,40.0236
37.2093,194.776,20.4703
38.5261,194.771,69.2315
34.5988,197.342,47.3346
35.2328,193.856,50.7274
35.7183,192.435,21.5997
37.503,192.323,25.1894
38.3305,191.314,51.76
40.6466,193.778,36.447
40.0225,192.428,31.0021
36.1726,196.077,180.882
41.1354,190.949,25.3943
36.9656,191.363,43.2434
37.246,188.852,41.2552
40.1204,189.364,23.8485
40.7866,187.708,32.1064
40.1421,186.407,26.2193
35.5613,187.269,27.0979
38.9016,186.991,21.1763
37.2857,185.036,23.3781
35.2773,184.841,22.0367
36.0756,182.965,22.9865
38.1785,183.596,30.2501
39.9578,181.755,30.4803
37.2424,182.48,53.6229
35.6606,182.622,37.6306
39.9521,185.851,38.5013
33.1697,182.277,31.4027
34.1199,186.763,41.0899
33.8114,188.352,24.1602
30.8716,187.069,33.9291
31.3671,185.393,45.0701
32.791,183.986,24.4918
33.3204,183.974,24.5591
29.7894,181.031,23.4471
30.053,182.401,72.9022
28.006,182.88,53.7644
28.4982,186.022,48.5052
30.048,185.297,21.0939
28.9972,189.261,24.3529
28.6144,190.072,20.6113
33.629,190.083,33.9909
31.0792,191.547,21.0416
31.0771,192.105,38.3935
32.5022,191.519,93.256
33.2061,193.631,67.4282
30.6384,196.12,47.436
29.3899,192.68,24.4122
28.7726,196.321,62.0608
33.4273,197.888,27.6519
32.741,200.214,42.5955
31.5116,195.984,146.491
31.2135,196.965,81.9521
29.871,198.317,21.2043
26.7575,187.873,99.4473
30.933,200.847,42.0177
27.3833,198.473,66.3884
27.668,198.634,39.2921
26.773,197.129,25.1945
34.5813,206.939,48.7008
33.5003,203.728,44.2965
30.8363,204.922,29.7444
31.5387,206.236,24.6389
31.1695,205.97,22.6472
34.1497,207.852,87.5636
33.0676,207.878,25.8012
34.8377,209.855,22.3679
33.7024,209.347,47.1711
29.6274,204.095,24.795
29.1532,203.258,36.1271
28.5904,204.145,25.6887
29.51,205.742,20.9631
30.0825,206.526,23.0819
28.2904,208.403,22.8088
27.7713,207.024,22.3348
28.9166,198.965,20.2573
31.3603,212.148,50.7695
31.1712,213.614,34.0225
30.2372,208.812,20.718
29.8404,209.857,53.7078
30.073,212.333,28.56
29.1711,212.603,42.8928
28.7618,214.209,22.5698
28.1981,209.25,21.5665
27.4818,211.921,37.5931
33.8199,212.649,35.133
33.0818,215.26,31.081
32.7587,214.534,38.8715
32.4032,216.31,42.1601
33.3118,217.024,29.5854
34.4994,215.719,25.7412
29.3163,216.833,28.5383
27.1891,213.856,61.8899
27.1536,215.86,97.0626
27.5366,215.339,21.361
28.7353,219.287,21.3253
33.5149,220.348,20.9736
33.3732,219.371,40.5776
32.3663,220.781,54.9776
30.1598,220.475,54.065
29.7762,222.438,24.3569
30.9525,222.409,25.6689
31.9472,223.725,62.1488
32.8255,224.873,43.6363
33.1595,226.216,22.4965
33.2869,228.032,23.5177
33.6225,231.175,21.8161
29.1591,228.614,104.066
